year,agency_code,ach_score,eg_score,books,media_school,devices,device_access,act_per1000,bha_per1000,total_funds,total_ppe,he_pct,music_cat,theatre_cat,poverty,number_of_teachers,pct_met
2019,27A000,81.5,0,0,0,2.05,No,0,0,,,0.5,N,N,LOW,4,
2019,280302,71.4,77.6,20.62,2000,0.99,Yes,0,0,2230124,7384.52,0.217391297,Y,N,NEITHER,33,0
2019,280304,67.6,80.8,49.94,2001,0.69,Yes,6.192,12.384,3108325,9623.3,0.424242437,Y,Y,NEITHER,39,46.2
2019,280306,0,0,0,0,0.86,Yes,33.3333,33.333,399734,13324.54,0.25,Y,N,LOW,6,50
2019,280308,83,88.4,35.13,2002,0.99,Yes,0,4.474,3121202,6982.56,0.354838699,Y,N,LOW,37,25
2019,280310,77.7,86.1,20.1,2002,0.9,Yes,0,1.815,3526933,6400.97,0.380952388,Y,N,LOW,49,30.8
2019,280312,60.4,89.2,16.35,2008,0.81,Yes,0,6.154,4508926,6936.81,0.450980395,Y,N,NEITHER,63,38.5
2019,280316,80,95.2,15.35,2008,0.82,Yes,0,9.524,3662094,6975.42,0.307692319,Y,Y,NEITHER,47,22.2
2019,280320,64.3,94.9,19.65,1994,0.76,Yes,2.2173,44.346,3151307,6987.38,0.393939406,Y,N,NEITHER,40,33.3
2019,280324,78.3,78.1,42.35,2002,0.69,Yes,0,0,2754111,8660.73,0.423076928,Y,N,NEITHER,31,33.3
2019,280328,68.8,52.8,17.32,2003,0.84,Yes,5.848,16.082,3973922,5809.83,0.13333334,Y,Y,LOW,53,14.3
2019,280330,78.7,70,12.92,2004,0.81,Yes,7.2551,3.628,5178366,6261.63,0.482758611,Y,Y,LOW,63,0
2019,290302,73,77.5,35.56,2002,0.65,No,3.4483,20.69,1863594,6426.19,0.210526317,Y,N,NEITHER,23,66.7
2019,290306,77.2,58.8,19.18,2003,0.68,No,0,0,2353981,4689.21,0.230769232,Y,N,LOW,31,33.3
2019,290307,55.3,77.5,32.01,2006,0.75,No,2.7473,8.242,2027267,5569.42,0.285714299,Y,N,NEITHER,27,0
2019,290308,67.7,80,6.5,2004,0.98,No,8.0092,0,4364808,4994.06,0.070175439,Y,N,NEITHER,57,40
2019,290309,62.6,93.8,12.3,2003,0.73,No,10.2696,1.284,3499204,4491.92,0.148936167,Y,N,NEITHER,50,64.3
2019,290310,0,0,15.79,2005,0.85,No,0,0,2064775,21734.5,0.699999988,Y,N,NEITHER,16,50
2019,290312,59.1,80.1,33.23,2002,0.81,Yes,2.5063,2.506,2316202,5805.02,0.200000003,Y,N,NEITHER,36,0
2019,290314,0,0,0,0,0.29,Yes,109.8901,0,987897,10856.03,0.200000003,,,HIGH,13,0
2019,290315,93.3,88.5,0,0,0.67,Yes,0,0,578817,4823.49,0,,,LOW,7,
2019,290316,70.9,81.9,22.45,2006,0.75,No,4.4346,44.346,2827218,6268.78,0.470588237,Y,N,NEITHER,35,0
2019,290320,59.6,88.1,36.92,2003,0.87,No,40,0,2018708,5767.74,0.238095239,Y,N,NEITHER,28,0
2019,290322,60.2,71.4,12.56,2000,0.86,No,10.4012,4.458,3172352,4713.75,0.205128208,Y,N,NEITHER,48,8.3
2019,290324,71.8,84.1,4.75,2002,0.85,No,4.8426,23.002,3819068,4623.57,0.063829787,Y,Y,LOW,55,22.2
2019,290328,52.7,57.3,18.73,2003,1.08,No,1.8904,1.89,2719487,5140.81,0.166666672,Y,N,NEITHER,38,0
2019,290330,77,85,23.2,2001,1.13,Yes,0,8.316,2124614,4417.08,0.142857149,Y,N,LOW,28,33.3
2019,290332,67.3,87.5,20.33,2002,0.63,Yes,21.7822,0,2628494,5204.94,0.375,Y,N,NEITHER,37,10
2019,290333,75.1,86.5,41.87,2005,0.83,No,0,0,2357342,4942.02,0.259259254,Y,N,LOW,31,12.5
2019,290334,69.4,89.9,12.92,2003,0.92,No,15.5148,2.821,3164039,4462.68,0.166666672,Y,N,NEITHER,47,35.7
2019,290336,74.3,80.7,6.04,2003,1.01,No,2.0387,1.019,4622608,4712.14,0.396551728,Y,Y,LOW,64,25
2019,290344,70.7,86.7,28.49,2002,1.33,No,3.9683,7.937,2516607,4993.27,0.096774191,Y,N,LOW,36,12.5
2019,290348,77.1,86.9,8.4,2002,0.74,No,10.2326,8.372,5306425,4936.21,0.298507452,Y,Y,LOW,75,10
2019,290349,69.6,79.7,4.62,2015,0.98,No,13.8504,8.31,3523163,4879.73,0.311111122,Y,Y,LOW,49,0
2019,290350,72.5,100,10.74,2005,0.86,No,2.8249,7.062,3363458,4750.65,0.232558146,Y,N,LOW,43,60
2019,290351,72.9,97.4,19.16,2009,0.65,No,11.5607,49.133,3185068,4602.7,0.571428597,Y,N,LOW,47,0
2019,290352,53.4,68.6,35.21,2002,0.68,Yes,0,2.717,2209374,6003.74,0.103448279,Y,N,NEITHER,30,0
2019,290356,63.6,86.5,29.46,2006,0.81,No,3.268,0,1799520,5880.79,0.363636375,Y,N,NEITHER,25,0
2019,290364,54.7,81.9,34.44,1998,0.74,No,4.1841,4.184,1438361,6018.25,0.315789461,Y,N,HIGH,23,0
2019,290365,59.7,66.8,17.03,2004,0.87,No,16.3934,21.858,2321540,6343.01,0.148148149,Y,Y,NEITHER,34,33.3
2019,290366,53.8,81.8,18.88,2004,1.04,No,1.6584,1.658,3170126,5257.26,0.224999994,Y,N,NEITHER,44,10
2019,290367,56,83.8,22.42,2004,0.73,No,32.3741,21.583,1685409,6062.63,0.409090906,Y,N,NEITHER,24,37.5
2019,290375,60.1,75.9,41.74,2004,0.62,No,0,11.662,1991152,5805.11,0.230769232,Y,N,NEITHER,26,0
2019,290376,63.2,95,7.97,2004,0.81,No,9.5087,20.602,2812069,4456.53,0.135135129,Y,N,NEITHER,42,0
2019,290380,76.3,85,15.15,2007,0.91,Yes,0,2.378,3492755,4153.1,0.325581402,Y,N,LOW,45,10
2019,290384,58.5,80.8,0.02,1994,1.01,No,1.8215,14.572,2739486,4989.96,0.121212125,Y,N,NEITHER,36,25
2019,290388,64.1,54.3,7.41,2003,1.08,No,13.7552,2.751,3644479,5013.04,0.173913047,Y,Y,NEITHER,49,11.1
2019,290389,83.1,82.1,,2017,0.33,Yes,23.2558,0,1104223,6419.91,0.142857149,,,NEITHER,14,66.7
2019,291308,49.3,83.7,44.9,2001,1.09,No,0,0,2437010,6447.12,0.214285716,Y,N,HIGH,32,33.3
2019,291332,46.3,86.1,14.32,2004,1.07,No,5.4127,35.183,3569612,4830.33,0.214285716,Y,N,HIGH,49,15.8
2019,291336,59.7,75.8,11.27,1994,0.54,No,5.0697,6.337,4477210,5674.54,0.240740746,Y,N,HIGH,57,50
2019,291340,54.8,81.2,21.79,1999,1.18,No,,,2361413,6086.12,0.291666657,Y,N,HIGH,29,15.4
2019,291348,0,0,43.44,2002,1.31,No,,,1863141,8430.51,0.269230783,Y,N,HIGH,29,
2019,291350,0,0,26.32,2002,1.19,No,,,736777,19388.92,0.5,,,NEITHER,5,
2019,291352,53,58.8,25.83,2001,2.32,No,0,0,2305350,5488.93,0.21875,Y,N,HIGH,31,20
2019,292316,36.7,59.9,31.21,2000,0.63,Yes,0,13.405,2244593,6017.68,0.142857149,Y,N,HIGH,29,5.9
2019,292318,50.8,79.8,21.06,2003,1.83,No,0,0,4169496,5766.94,0.089285716,Y,N,HIGH,55,15.4
2019,292320,38.8,87.1,19.83,2003,0.66,Yes,3.876,67.829,3145494,6095.92,0.03125,Y,N,HIGH,44,0
2019,292324,61.3,79.5,15.95,2002,0.73,Yes,12.4611,24.922,4141399,6450.78,0.075000003,Y,Y,NEITHER,53,20
2019,295300,20.5,68.8,42.49,2000,0.74,No,,,960560,4035.97,,Y,N,HIGH,14,
2019,29A000,42.3,54.7,0,0,,0,0,0,,,,Y,N,LOW,21,
2019,300306,0,0,0,0,0.29,No,50,50,613488,30674.48,1,N,N,NEITHER,5,
2019,300308,62.5,88.1,22.04,2006,0.74,No,0,0,2750132,6138.69,0.258064508,Y,N,HIGH,37,9.1
2019,300310,67.5,79.5,17.3,2000,0.78,No,2.8249,45.198,2393570,6761.5,0.217391297,Y,N,NEITHER,32,0
2019,300312,72,55.3,5.59,2004,1.36,No,1.1635,1.745,8327333,4844.29,0.233009711,Y,Y,NEITHER,113,31.3
2019,300314,90.5,68.7,0,0,0.94,No,17.341,0,549444,3175.98,0,,,NEITHER,7,33.3
2019,300320,56.8,86.5,17.56,2005,1.22,No,3.5842,0,3317487,5945.32,0.15384616,Y,N,NEITHER,42,7.7
2019,300325,74.5,87.6,21.98,2003,0.94,No,0,6.356,2846847,6031.46,0.352941185,Y,Y,NEITHER,37,60
2019,300326,67.1,83.6,20.8,2005,1.23,No,1.9569,15.656,2623800,5134.64,0.125,Y,N,LOW,35,0
2019,300328,75.9,76.4,28.85,2004,1.04,No,0,8.016,2678262,5367.26,0.233333334,Y,N,LOW,38,66.7
2019,300330,60.7,81.6,15.01,2001,0.95,No,1.9157,13.41,3032866,5810.09,0.125,Y,Y,NEITHER,41,0
2019,300336,59.3,77.7,25.04,2000,0.87,No,0,0,2330369,6473.25,0.266666681,Y,N,NEITHER,33,0
2019,300337,75.2,100,17.49,2007,0.83,No,0,6.466,2783776,5999.52,0.027777778,Y,Y,LOW,39,50
2019,310304,44.7,83.2,14.86,2005,0.85,No,11.1483,2.23,4752546,5298.27,0.107142858,Y,N,NEITHER,73,40
2019,310308,55,90.6,13.94,2003,0.9,No,0,4.587,4600252,5275.52,0.309090912,Y,N,NEITHER,60,26.7
2019,310330,64.3,89.2,26.44,2003,0.6,Yes,0,2.008,2981062,5986.07,0.297297299,Y,N,NEITHER,37,50
2019,310336,38.6,83.7,32.93,2004,0.96,Yes,1.292,45.22,4617968,5966.37,0.327586204,Y,N,HIGH,73,20
2019,310338,83.1,87,0,0,0.61,No,4.8309,0,860206,4155.59,0.125,Y,N,NEITHER,11,50
2019,310344,65.6,86.5,10.35,2001,0.85,No,3.2432,12.973,4568046,4938.43,0.259259254,Y,N,NEITHER,56,68.8
2019,310352,55.6,82.8,10.19,1998,0.78,No,0,10.92,3432375,5354.72,0.22857143,Y,N,NEITHER,40,46.7
2019,310356,52.9,72.4,20.87,2004,1.33,No,5.2448,38.462,3432737,6001.29,0.45652175,Y,N,HIGH,46,6.7
2019,310360,57,78,22.84,2005,0.9,Yes,0,0,3610992,5093.08,0.285714299,Y,N,NEITHER,46,20
2019,310364,72.1,84,11.79,2006,0.65,No,16.129,26.21,2777023,5598.84,0.264705896,Y,N,NEITHER,38,69.6
2019,310384,42.6,88.4,14.43,2005,1.34,No,0.8811,6.167,5487781,4835.05,0.279411763,Y,N,HIGH,79,46.7
2019,310388,42.3,67.2,22.53,2003,1.11,No,2.6762,28.546,5079451,4531.18,0.208955228,Y,N,HIGH,82,0
2019,310392,59.1,67.8,12.01,2003,0.65,No,8.2919,0,3354668,5563.3,0.162162155,Y,N,NEITHER,39,18.8
2019,320304,44.5,79.3,22.17,2004,2.09,Yes,4.4643,1.488,4179784,6219.92,0,Y,N,HIGH,56,15.4
2019,320306,40.1,93.4,18.16,2005,0.8,No,17.4081,58.027,4045322,7824.61,0.102564104,Y,N,HIGH,48,33.3
2019,320308,61.4,94.9,28.39,2003,1.28,Yes,5.618,0,3061385,8599.4,0.400000006,Y,N,HIGH,34,45.5
2019,320309,98.6,95.6,0,0,1.33,No,0,0,1666217,4327.84,0.642857134,Y,Y,NEITHER,17,88.9
2019,320310,34,92.2,36.17,2005,4.08,No,0,0,4171176,8178.78,0.243243247,Y,N,HIGH,46,9.1
2019,320312,62,58,8.65,2002,1.88,No,15.0215,9.657,10912992,5854.61,0.372727275,Y,Y,NEITHER,120,36.4
2019,320313,71.1,93.5,36.67,2005,1.23,No,1.9881,1.988,3740654,7436.69,0.352941185,Y,N,LOW,39,26.7
2019,320314,55.6,67.7,21.52,2006,0.85,Yes,16.7785,15.101,4338218,7278.89,0.138888896,Y,N,NEITHER,51,42.9
2019,320315,40.7,89.3,28.13,1999,1.39,No,2.1053,10.526,3266280,6876.38,0.21875,Y,N,HIGH,41,46.2
2019,320316,46.5,88,15.88,2004,1.57,No,10.7875,18.339,5675139,6122.05,0.203703702,Y,N,NEITHER,64,66.7
2019,320317,93.3,100,10.31,2008,0.69,Yes,,,2322039,6829.53,0.625,Y,N,NEITHER,26,100
2019,320318,59,92.1,20.02,2005,1.25,No,0,2.188,3508868,7678.05,0.200000003,Y,N,NEITHER,39,13.3
2019,320319,59.7,66.1,15.86,2003,1.67,No,1.1507,5.754,5048202,5809.21,0.118644066,Y,Y,NEITHER,63,6.7
2019,320320,35.4,66.5,10.93,2000,1.32,No,3.1348,0,4713109,7387.32,0.046511628,Y,N,HIGH,56,15.4
2019,320322,0,0,0,0,0.65,Yes,6.7568,33.784,1504461,10165.28,0.055555556,N,Y,NEITHER,18,50
2019,320323,82,98.5,8.87,2004,2.1,No,14.2369,9.681,10562058,6014.84,0.585585594,Y,Y,NEITHER,115,43.3
2019,320324,49.7,83,27.62,2001,1.38,No,3.2949,6.59,4262207,7021.76,0.243243247,Y,N,NEITHER,64,6.7
2019,320325,59.3,89,8.74,1994,0.61,Yes,13.9535,3.101,8689168,6735.79,0.206521735,Y,Y,NEITHER,100,35.3
2019,320327,59.7,93.9,26.82,2000,1.24,No,3.0441,0,4781527,7277.82,0.25,Y,N,NEITHER,55,53.3
2019,320328,47.2,85.4,16.66,2002,1.35,No,3.0912,10.819,4717295,7291.03,0.156862751,Y,N,HIGH,61,15.4
2019,320332,59.3,84.7,18.49,2006,1.4,No,0,0,5454307,7233.83,0.300000012,Y,Y,NEITHER,62,6.7
2019,320338,36,65.1,32.48,1999,0.8,No,15.4867,22.124,3171041,7015.58,0.13333334,Y,N,NEITHER,36,33.3
2019,320339,46.1,89.6,26.59,2002,0.89,Yes,0,0,3371795,8493.19,0.200000003,Y,N,HIGH,56,72.7
2019,320340,62.2,80.8,27.83,1999,1.57,No,0,77.71,3759367,7687.87,0.45714286,Y,N,NEITHER,48,8.3
2019,320341,0,0,9.9,1998,1.93,No,98.7654,37.037,2517933,31085.61,0.0625,N,N,HIGH,23,14.3
2019,320342,71,90.8,32.03,2007,1.58,No,3.4483,10.345,2425634,8364.26,0.439999998,Y,N,NEITHER,27,50
2019,320343,47.2,95.6,18.96,2009,0.78,No,35.6436,37.624,3256961,6449.43,0.125,Y,N,NEITHER,37,80
2019,320344,30.1,77.6,33.69,1997,0.95,No,0,7.692,1966486,7563.41,0,N,N,HIGH,25,9.1
2019,320346,39.2,84.5,8.94,2001,0.55,No,9.4787,11.058,4465048,7053.79,0.095238097,Y,N,HIGH,50,30.8
2019,320347,68.9,84.2,22.85,2001,1.74,No,0,0,3198941,9492.41,0.400000006,Y,N,LOW,35,15.4
2019,320348,83.4,81.7,34.59,2005,1.22,Yes,,,2497307,7779.78,0.230769232,Y,N,LOW,27,0
2019,320352,38.8,78.9,22.32,2005,0.76,No,0,0,4845693,7879.18,0.176470593,Y,N,HIGH,54,38.5
2019,320353,94.6,0,0,0,2.3,No,,,889350,4833.43,0.714285731,Y,N,LOW,8,0
2019,320354,69.1,85.2,56.41,2004,2.34,No,0,0,2299919,10360,0.25,Y,N,NEITHER,23,0
2019,320355,37.5,83.2,10.95,2001,0.64,No,32.5815,36.341,5664298,7098.12,0.053571429,Y,N,HIGH,65,76.9
2019,320356,54.9,85,8.86,2000,1.63,No,29.745,2.833,9121123,6459.72,0.169014081,Y,Y,NEITHER,101,19
2019,320360,44.6,67.5,21.16,2002,0.91,No,1.8349,0,4018006,7372.49,0.333333343,Y,N,HIGH,53,0
2019,320362,38.2,56.9,21.09,2003,1.73,No,7.2333,0,3727290,6740.13,0.07692308,Y,N,NEITHER,49,7.7
2019,320363,53.4,82.3,22.25,2005,1.64,No,0,4.057,3681471,7467.49,0.400000006,Y,N,NEITHER,39,13.3
2019,320364,78.9,94.3,14.63,2003,1.65,No,1.2579,0,5293332,6658.28,0.280000001,Y,N,LOW,56,8.3
2019,320365,61.2,88.8,8.18,2003,1.4,No,15.3755,5.322,10341884,6115.84,0.32710281,Y,Y,NEITHER,114,68.2
2019,320366,52.4,73.8,12.05,2003,1.13,No,18.1635,10.091,5917944,5971.69,0.215686277,Y,Y,NEITHER,70,64.7
2019,320367,54,89,31.44,1999,1.46,No,0,3.067,2843123,8721.24,0.5,Y,N,HIGH,45,27.3
2019,320368,50.4,83.1,9.63,2000,1.49,No,22.67,1.679,8139626,6834.28,0.452054799,Y,Y,NEITHER,93,15.8
2019,320369,51.2,86.9,26.44,2006,1.82,No,1.8248,7.299,3886678,7092.48,0.386363626,Y,Y,NEITHER,58,23.1
2019,320370,66.4,84.5,15.85,2006,1.03,No,1.5848,3.17,4349381,6892.84,0.311111122,Y,N,NEITHER,49,21.4
2019,320372,53.9,86.6,26.94,1995,0.93,No,0,0,4348055,7175.01,0.3125,Y,N,NEITHER,58,6.7
2019,320374,28,72.4,40.79,2001,0.64,Yes,8.0645,8.065,2398003,9669.37,0.15384616,Y,N,HIGH,31,33.3
2019,320376,49.6,83.5,21.13,2003,1.72,Yes,0,0,3986008,6721.77,0.111111112,Y,N,NEITHER,47,7.7
2019,320388,43.5,81.7,35.24,2001,0.4,Yes,4.6083,0,3739794,8617.04,0,Y,N,HIGH,42,63.6
2019,320400,38,87.2,16.49,2002,1.03,No,6.4935,0,3337729,10836.79,0,Y,N,HIGH,32,45.5
2019,320701,55.3,82,0,0,0.77,Yes,18.0723,0,1611039,4852.53,0.117647059,N,N,NEITHER,24,50
2019,32A000,57.9,80.9,0,0,,0,6.3191,11.058,,,,Y,Y,HIGH,61,30.8
2019,32B000,44,92.7,0,0,1.78,Yes,0,2.513,,,,,,NEITHER,31,62.5
2019,32C000,37.1,83.6,0,0,,0,0,0,,,,,,HIGH,22,0
2019,32D000,52.5,73.8,0,0,,0,9.2937,5.576,,,0,Y,N,LOW,48,23.5
2019,32H000,54.6,92.5,4.75,1996,3.11,No,1.387,9.709,,,,Y,N,NEITHER,43,23.1
2019,32K000,67.8,80.2,18.53,2008,2.97,No,0,0,,,,Y,N,NEITHER,49,14.3
2019,32L000,79.4,90.8,8.16,2009,2.86,No,1.497,0,,,0.509999991,Y,Y,LOW,114,45
2019,32M000,50.3,68.4,0,0,1.27,Yes,0,14.563,,,,N,N,HIGH,26,40
2019,32N000,84.4,73.9,0.36,2005,18.61,No,0,0,,,,Y,Y,LOW,40,50
2019,32P000,35.1,84.2,0,0,,0,3.2051,3.205,,,0,,,HIGH,33,0
2019,32Q000,28.7,80.1,1.65,2005,,No,0,0,,,,N,N,HIGH,26,18.2
2019,32R000,63.8,66.8,0,0,5.29,No,0,0,,,0.212121218,Y,Y,LOW,33,83.3
2019,32S000,39.2,89.7,0,0,1.52,No,11.8343,26.627,,,,Y,N,HIGH,27,30.8
2019,330304,44.6,82.5,15.71,1998,1.1,Yes,0,1.46,3235802,4723.8,0.06666667,Y,N,NEITHER,52,0
2019,330308,49.7,95.8,29.65,1996,0.7,Yes,6.1728,1.543,3425631,5286.47,0.195121944,Y,N,NEITHER,44,13.3
2019,330312,33,81.7,65.4,1998,0.44,Yes,14.5455,10.909,1714112,6233.14,0.200000003,Y,N,NEITHER,23,16.7
2019,330326,92.3,90,0,0,0.87,Yes,0,5.525,851413,4703.95,0.800000012,Y,N,LOW,10,0
2019,330328,55.6,88.9,24.95,2000,0.65,No,17.8571,53.571,2068306,9233.52,0.409090906,Y,N,NEITHER,27,100
2019,330332,23.4,63.7,72.66,2000,0.43,Yes,15.1515,45.455,958922,7264.57,0.300000012,Y,N,NEITHER,14,0
2019,330334,36.9,80.5,14.95,2000,0.98,Yes,10.8108,5.405,1469656,7944.09,0.117647059,Y,N,NEITHER,20,50
2019,330340,41.5,80.3,26.69,1995,0.64,Yes,8.2645,0,1861992,5129.46,0.380952388,Y,N,NEITHER,27,8.3
2019,330344,39.2,94.4,40.91,1999,0.46,Yes,6.8493,58.219,1865715,6389.44,0.277777791,Y,N,NEITHER,22,40
2019,330348,52,91.7,24.71,2001,0.54,Yes,9.0909,3.03,1750038,5303.15,0.409090906,Y,N,NEITHER,23,50
2019,330350,50.6,59.8,4.38,2000,0.91,Yes,29.5567,14.778,3809545,4691.56,0.088888891,Y,N,NEITHER,52,50
2019,330354,28.4,70.1,36.99,1996,0.83,Yes,8.0972,0,2695584,5456.65,0.05882353,Y,N,NEITHER,39,0
2019,330358,48.9,71.9,14.53,2002,0.54,Yes,9.1408,1.828,3372669,6165.76,0.333333343,Y,N,NEITHER,43,10
2019,330360,47.8,85.5,28.52,2001,0.76,Yes,1.7094,6.838,3069277,5246.63,0.025,Y,N,NEITHER,51,10
2019,33A000,50.4,74,5.28,2001,2.5,No,5.4825,10.965,,,0.166666672,Y,Y,NEITHER,74,41.2
2019,340308,22.4,79.8,32.7,2000,0.69,Yes,2.3529,4.706,3203759,7538.26,0.090909094,Y,N,HIGH,37,7.7
2019,340311,87.9,93.4,9.85,2001,1.3,No,5.9347,1.978,5500203,5440.36,0.098360658,Y,Y,LOW,68,46.2
2019,340314,41.2,73.3,30.02,2000,0.8,No,4.7962,9.592,3319414,7960.23,0.189189196,Y,N,HIGH,40,23.1
2019,340320,66.1,74.5,31.69,2005,0.88,No,1.9048,38.095,3160888,6020.74,0.030303031,Y,N,NEITHER,39,20
2019,340326,72.2,73.8,20.06,2007,1.13,No,0,2.635,4019472,5295.75,0.181818187,Y,N,NEITHER,51,20
2019,340330,45.4,88.1,7.84,2000,0.45,No,42.5926,11.111,5123929,9488.76,0.116279073,Y,Y,HIGH,55,66.7
2019,340334,69.1,87.4,16.75,1999,1.63,Yes,1.4815,1.481,3954074,5857.89,0.219512194,Y,N,NEITHER,47,0
2019,340336,0,0,0,0,0.62,No,10.8108,21.622,3772990,20394.55,0.642857134,Y,N,NEITHER,49,25
2019,340344,0,0,0,0,3.07,No,,,1123624,24426.65,0.5,Y,N,NEITHER,15,
2019,340348,87.2,90.7,11.88,2007,1,Yes,0,1.266,4188951,5302.47,0.239130437,Y,N,LOW,53,10
2019,340350,66.9,100,6.23,2002,1.42,No,4.2265,6.762,5590005,4725.28,0.234375,Y,N,NEITHER,77,94.7
2019,340351,28.5,89.6,33.53,2008,0.46,Yes,0,0,2097108,9404.08,0.117647059,Y,N,HIGH,21,100
2019,340354,79.6,90.8,22.18,1982,0.88,No,0,0,2888483,7239.31,0.333333343,,,LOW,41,0
2019,340362,94.7,70.7,0,0,0.82,No,0,3.745,970960,3636.56,0.111111112,,,LOW,14,0
2019,340364,68,63.2,6.19,1997,0.9,No,20.4559,2.338,9404099,5496.26,0.076190479,Y,Y,LOW,122,15
2019,340366,36.1,65.6,16.94,2004,0.45,Yes,11.9205,0,4597140,6088.93,0.063829787,Y,N,HIGH,58,6.7
2019,340368,26.6,72.5,15.43,2005,0.89,Yes,9.8232,11.788,3588647,7050.39,0.139534891,Y,N,HIGH,51,9.1
2019,340372,43.3,84.8,14.57,2007,0.98,No,20.0946,53.191,4762362,5629.27,0.192307696,Y,N,HIGH,65,64.7
2019,340376,29.7,84.7,26.18,2003,0.56,Yes,1.642,4.926,3531796,5799.34,0,Y,N,HIGH,50,18.2
2019,340380,44.8,89.3,18.69,2003,1.02,No,8.1169,4.87,4210506,6835.24,0.023809524,Y,N,HIGH,51,61.5
2019,340382,55.3,88.1,6.97,2005,1.12,No,10.6534,3.551,7767780,5516.89,0.180722892,Y,Y,NEITHER,98,38.1
2019,340384,41.7,86.1,19.43,2001,1.19,No,3.3113,1.656,3779288,6257.1,0.071428575,Y,N,HIGH,47,23.1
2019,340385,0,0,42.86,2000,0.35,No,51.9481,64.935,1912570,24838.59,0,,,HIGH,24,0
2019,340390,34.2,70.7,17.59,2003,1.08,Yes,4.644,6.192,3798200,5879.57,0,Y,N,HIGH,50,9.1
2019,340392,74.9,83.9,6.87,2007,0.75,No,8.794,31.407,4004459,5030.73,0.217391297,Y,N,NEITHER,54,41.2
2019,340400,24.7,64.7,29.81,1999,1.13,Yes,80.9129,14.523,3133596,6501.24,0,Y,N,HIGH,47,6.7
2019,340403,77.6,81.6,20.79,2003,1.02,Yes,0,5.464,3327207,6060.49,0.142857149,Y,N,LOW,39,0
2019,340406,73.1,84.2,3.28,2003,0.62,No,8.0128,12.019,6120940,4904.6,0.386666656,Y,Y,LOW,80,27.8
2019,340416,58.5,85.9,16.74,2001,0.79,Yes,17.9718,30.809,5133740,6590.17,0.277777791,Y,N,HIGH,64,0
2019,340420,71,91,15.87,2002,0.91,No,1.3661,5.464,3906587,5336.87,0.333333343,Y,N,NEITHER,46,60
2019,340424,20.5,77.8,39,2006,0.68,Yes,0,0,2132562,9606.14,0.047619049,Y,N,HIGH,25,0
2019,340426,60.2,93.8,13.1,2007,0.94,Yes,17.7305,2.364,4485490,5302,0.037037037,Y,N,NEITHER,58,11.8
2019,340427,0,0,0,0,0.39,No,126.5823,37.975,2069899,26201.26,0.263157904,N,N,HIGH,25,33.3
2019,340428,45.9,87.9,11.78,2003,0.7,Yes,5.0676,10.135,3812894,6440.7,0,Y,N,HIGH,54,23.1
2019,340430,36.9,65.5,41.1,2006,0.72,Yes,29.148,8.969,3610466,8095.22,0.07692308,Y,N,HIGH,42,27.3
2019,340432,86.8,92,16.98,2005,1.05,Yes,0,0,3277117,5489.31,0.333333343,Y,N,LOW,40,12.5
2019,340436,0,0,3.97,2001,0.8,No,0,0,2443938,19396.34,0.200000003,Y,N,NEITHER,22,16.7
2019,340440,88.7,95,14.68,2001,1.01,Yes,0,3.576,4815498,5739.57,0.510204077,Y,N,LOW,58,41.7
2019,340442,83.5,86,7.08,2002,0.95,No,0,5.942,5743150,4875.34,0.314285725,Y,N,LOW,72,50
2019,340446,97.3,0,0,0,0.84,No,25.641,0,594122,7616.97,0,,,LOW,6,100
2019,340448,53.8,85,22.2,2002,1.07,No,8.2645,9.917,3970565,6562.92,0,Y,N,HIGH,51,23.1
2019,340452,36.4,70.3,19.65,2001,0.81,No,60.7595,27.848,2974590,7530.61,0.03125,Y,Y,HIGH,38,53.8
2019,340453,49.9,57.8,24.27,2002,0.93,Yes,0,1.757,3691272,6487.3,0.054054055,Y,N,NEITHER,42,0
2019,340454,67.8,80.4,6.12,1997,1.02,No,12.7688,3.36,7573501,5089.72,0.34523809,Y,Y,NEITHER,96,5.3
2019,340457,73.3,87.9,17.19,2009,0.86,Yes,0,0,4311527,5756.38,0.06122449,Y,N,LOW,53,33.3
2019,340460,48.3,54.2,9.08,1999,0.7,No,22.2694,1.06,5882461,6238.03,0.047619049,Y,Y,NEITHER,77,26.7
2019,340462,37.7,91.1,18.08,2000,0.82,Yes,0,17.167,2905844,6235.72,0.057142858,Y,N,HIGH,40,9.1
2019,340464,44.2,89.6,10.12,2004,0.51,Yes,16.1638,6.466,5108657,5505.02,0.118644066,Y,N,HIGH,67,17.6
2019,340472,71,84.9,20.62,2004,1.02,Yes,2.0619,8.247,3021001,6228.87,0.161290318,Y,N,NEITHER,36,15.4
2019,340476,34.7,58.5,32.63,2006,0.65,Yes,5.3667,5.367,3806666,6809.78,0,Y,N,HIGH,52,9.1
2019,340480,61.9,63.6,6.88,2006,0.64,No,21.8712,14.581,4480074,5443.59,0.25,Y,N,NEITHER,63,26.7
2019,340486,48.7,73.4,10.35,1993,0.89,No,29.1758,14.588,8124161,5925.72,0.146341458,Y,Y,HIGH,104,9.5
2019,340488,46.1,90.9,21.22,2006,0.49,No,40,8.571,3140311,8972.32,0.176470593,N,N,HIGH,43,37.5
2019,340490,23.3,74.3,43.82,2005,0.51,Yes,12.5,75,2861492,7153.73,0.037037037,Y,N,HIGH,38,18.2
2019,340492,17.1,54.3,25.64,2003,0.39,Yes,41.2371,12.371,3247510,6695.9,0.028571429,Y,Y,HIGH,44,0
