Time,GeoType,GeoID,GeoRank,Geography,Age-adjusted percent,Number,Percent
2007,UHF42,103,4,Fordham - Bronx Pk,"2.1* (1.0, 4.3)",,"2* (0.9, 4.4)"
2007,UHF42,104,4,Pelham - Throgs Neck,"6.3 (3.6, 11.0)",,"6.2 (3.5, 10.9)"
2007,UHF42,105,4,Crotona -Tremont,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,106,4,High Bridge - Morrisania,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,107,4,Hunts Point - Mott Haven,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,201,4,Greenpoint,"7.9* (3.5, 16.7)",,"7.3* (3.1, 16.2)"
2007,UHF42,202,4,Downtown - Heights - Slope,"4.3* (2.1, 8.5)",,"4.7* (2.2, 9.7)"
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"5 (3.2, 7.8)",,"5.2 (3.3, 8.0)"
2007,UHF42,204,4,East New York,"3.1* (1.4, 6.9)",,"2.8* (1.3, 6.2)"
2007,UHF42,205,4,Sunset Park,-,,-
2007,UHF42,206,4,Borough Park,"2* (1.0, 4.0)",,"2* (1.0, 4.1)"
2007,UHF42,207,4,East Flatbush - Flatbush,"3.9* (2.0, 7.5)",,"4.1* (2.0, 8.1)"
2007,UHF42,208,4,Canarsie - Flatlands,"2.5* (1.1, 5.8)",,"2.5* (1.1, 5.9)"
2007,UHF42,209,4,Bensonhurst - Bay Ridge,"4.5* (2.3, 8.8)",,"4.4* (2.2, 8.7)"
2007,UHF42,210,4,Coney Island - Sheepshead Bay,"4.5* (2.4, 8.2)",,"5.1* (2.8, 9.3)"
2007,UHF42,211,4,Williamsburg - Bushwick,"3.6* (1.9, 6.9)",,"3.1* (1.6, 6.1)"
2007,UHF42,301,4,Washington Heights,"3.8* (2.0, 7.2)",,"3.6* (1.9, 6.9)"
2007,UHF42,302,4,Central Harlem - Morningside Heights,"6.5 (3.9, 10.6)",,"6.5 (3.7, 11.0)"
2007,UHF42,303,4,East Harlem,"5.8* (2.9, 11.5)",,"5.9* (2.7, 12.7)"
2007,UHF42,304,4,Upper West Side,"3.3* (1.5, 7.0)",,"3.3* (1.5, 7.3)"
2007,UHF42,305,4,Upper East Side,"3.1* (1.6, 5.8)",,"3.3* (1.7, 6.4)"
2007,UHF42,306,4,Chelsea - Clinton,"4.2* (2.3, 7.5)",,"4.6* (2.4, 8.8)"
2007,UHF42,307,4,Gramercy Park - Murray Hill,"3.1* (1.6, 5.8)",,"3.3* (1.7, 6.4)"
2007,UHF42,308,4,Greenwich Village - SoHo,"4.2* (2.3, 7.5)",,"4.6* (2.4, 8.8)"
2007,UHF42,309,4,Union Square - Lower East Side,"6.4 (3.8, 10.6)",,"6.7 (3.9, 11.4)"
2007,UHF42,310,4,Lower Manhattan,"6.4 (3.8, 10.6)",,"6.7 (3.9, 11.4)"
2007,UHF42,401,4,Long Island City - Astoria,"6.1 (3.5, 10.6)",,"6.3 (3.5, 11.1)"
2007,UHF42,402,4,West Queens,"2.9* (1.6, 5.2)",,"3* (1.6, 5.5)"
2007,UHF42,403,4,Flushing - Clearview,"2.5* (1.0, 6.1)",,"2.6* (1.0, 6.4)"
2007,UHF42,404,4,Bayside - Little Neck,"3* (1.5, 5.8)",,"3.1* (1.6, 6.1)"
2007,UHF42,405,4,Ridgewood - Forest Hills,"4.3* (1.6, 10.9)",,"3.9* (1.5, 9.9)"
2007,UHF42,406,4,Fresh Meadows,"3* (1.5, 5.8)",,"3.1* (1.6, 6.1)"
2007,UHF42,407,4,Southwest Queens,"6.9* (3.8, 12.4)",,"6.9* (3.7, 12.6)"
2007,UHF42,408,4,Jamaica,"5.1 (3.0, 8.5)",,"5 (2.9, 8.4)"
2007,UHF42,409,4,Southeast Queens,"3.5* (1.7, 7.1)",,"3.4* (1.7, 7.0)"
2007,UHF42,410,4,Rockaways,"1.9* (0.6, 6.2)",,"1.9* (0.6, 6.2)"
2007,UHF42,501,4,Port Richmond,"6.8 (3.9, 11.4)",,"6.8 (3.9, 11.6)"
2007,UHF42,502,4,Stapleton - St. George,"6.8 (3.9, 11.4)",,"6.8 (3.9, 11.6)"
2007,UHF42,503,4,Willowbrook,"4.3* (2.4, 7.7)",,"4.4 (2.4, 7.8)"
2007,UHF42,504,4,South Beach - Tottenville,"4.3* (2.4, 7.7)",,"4.4 (2.4, 7.8)"
2006,UHF42,101,4,Kingsbridge - Riverdale,"4.4* (2.1, 9.2)",,"4.3* (2.0, 9.1)"
2006,UHF42,102,4,Northeast Bronx,"3.2* (1.5, 6.7)",,"3.2* (1.5, 6.7)"
2006,UHF42,103,4,Fordham - Bronx Pk,"7.4* (4.1, 12.8)",,"7.7* (3.9, 14.4)"
2006,UHF42,104,4,Pelham - Throgs Neck,"9 (5.3, 15.0)",,"8.9 (5.1, 15.2)"
2006,UHF42,105,4,Crotona -Tremont,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,106,4,High Bridge - Morrisania,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,107,4,Hunts Point - Mott Haven,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,201,4,Greenpoint,"8* (3.8, 16.1)",,"7.8* (3.5, 16.6)"
2006,UHF42,202,4,Downtown - Heights - Slope,"6.4 (3.9, 10.4)",,"6.8 (4.1, 11.1)"
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"7.7 (5.4, 10.9)",,"7.7 (5.4, 10.8)"
2006,UHF42,204,4,East New York,"6.6 (3.9, 11.0)",,"6.2 (3.6, 10.4)"
2006,UHF42,205,4,Sunset Park,"5.4* (2.3, 12.2)",,"5.4* (2.3, 12.0)"
2006,UHF42,206,4,Borough Park,"2.7* (1.4, 5.3)",,"2.8* (1.4, 5.5)"
2006,UHF42,207,4,East Flatbush - Flatbush,"3.8 (2.2, 6.3)",,"3.8 (2.2, 6.3)"
2006,UHF42,208,4,Canarsie - Flatlands,-,,-
2006,UHF42,209,4,Bensonhurst - Bay Ridge,"3.5 (2.0, 5.9)",,"3.8 (2.2, 6.5)"
2006,UHF42,210,4,Coney Island - Sheepshead Bay,"3.5* (1.7, 7.1)",,"3.4* (1.8, 6.7)"
2006,UHF42,211,4,Williamsburg - Bushwick,"5.8 (3.5, 9.4)",,"6 (3.6, 9.9)"
2006,UHF42,301,4,Washington Heights,"4.9* (2.4, 9.6)",,"5* (2.3, 10.2)"
2006,UHF42,302,4,Central Harlem - Morningside Heights,"10.7 (6.7, 16.6)",,"10.5 (6.3, 16.8)"
2006,UHF42,303,4,East Harlem,"7.6* (4.2, 13.4)",,"6.7* (3.4, 12.6)"
2006,UHF42,304,4,Upper West Side,"9.8* (3.6, 23.8)",,"6.8* (2.8, 15.6)"
2006,UHF42,305,4,Upper East Side,"8.4 (4.7, 14.7)",,"7.1 (4.1, 11.9)"
2006,UHF42,306,4,Chelsea - Clinton,"4.3 (2.5, 7.3)",,"4.4 (2.5, 7.6)"
2006,UHF42,307,4,Gramercy Park - Murray Hill,"8.4 (4.7, 14.7)",,"7.1 (4.1, 11.9)"
2006,UHF42,308,4,Greenwich Village - SoHo,"4.3 (2.5, 7.3)",,"4.4 (2.5, 7.6)"
2006,UHF42,309,4,Union Square - Lower East Side,"6.8 (4.3, 10.6)",,"6.5 (4.0, 10.4)"
2006,UHF42,310,4,Lower Manhattan,"6.8 (4.3, 10.6)",,"6.5 (4.0, 10.4)"
2006,UHF42,401,4,Long Island City - Astoria,"3.4 (1.9, 5.8)",,"3.5 (2.0, 6.2)"
2006,UHF42,402,4,West Queens,"2.3* (1.0, 5.2)",,"2.5* (1.0, 5.7)"
2006,UHF42,403,4,Flushing - Clearview,"4.6* (2.1, 10.0)",,"4.4* (2.0, 9.5)"
2006,UHF42,404,4,Bayside - Little Neck,"2.9* (1.2, 7.0)",,"2.8* (1.1, 6.7)"
2006,UHF42,405,4,Ridgewood - Forest Hills,"5.5* (2.5, 11.8)",,"5.1* (2.3, 10.9)"
2006,UHF42,406,4,Fresh Meadows,"2.9* (1.2, 7.0)",,"2.8* (1.1, 6.7)"
2006,UHF42,407,4,Southwest Queens,"1.7* (0.7, 3.8)",,"1.7* (0.8, 4.0)"
2006,UHF42,408,4,Jamaica,"5.2 (2.9, 8.9)",,"5.1 (2.9, 8.7)"
2006,UHF42,409,4,Southeast Queens,"4.4 (2.5, 7.4)",,"4.3 (2.5, 7.3)"
2006,UHF42,410,4,Rockaways,"7.5* (3.3, 16.1)",,"7.3* (2.8, 17.8)"
2006,UHF42,501,4,Port Richmond,"5.4 (3.3, 8.8)",,"5.5 (3.4, 8.9)"
2006,UHF42,502,4,Stapleton - St. George,"5.4 (3.3, 8.8)",,"5.5 (3.4, 8.9)"
2006,UHF42,503,4,Willowbrook,"2.9* (1.5, 5.7)",,"3.1* (1.5, 6.1)"
2006,UHF42,504,4,South Beach - Tottenville,"2.9* (1.5, 5.7)",,"3.1* (1.5, 6.1)"
2004,UHF42,101,4,Kingsbridge - Riverdale,"6.8* (2.7, 16.1)",,"5.8* (2.3, 13.8)"
2004,UHF42,102,4,Northeast Bronx,"4.1* (2.2, 7.6)",,"4.2* (2.2, 7.7)"
2004,UHF42,103,4,Fordham - Bronx Pk,"7.5 (4.8, 11.6)",,"7 (4.4, 10.8)"
2004,UHF42,104,4,Pelham - Throgs Neck,"6.9 (4.1, 11.4)",,"6.8 (4.0, 11.4)"
2004,UHF42,105,4,Crotona -Tremont,"10.2 (7.2, 14.1)",,"10 (7.1, 13.9)"
2004,UHF42,106,4,High Bridge - Morrisania,"10.2 (7.2, 14.1)",,"10 (7.1, 13.9)"
2004,UHF42,107,4,Hunts Point - Mott Haven,"10.2 (7.2, 14.1)",,"10 (7.1, 13.9)"
2004,UHF42,201,4,Greenpoint,"3.5* (1.7, 7.0)",,"3.7* (1.8, 7.6)"
2004,UHF42,202,4,Downtown - Heights - Slope,"8.8 (5.3, 14.3)",,"8.9 (5.3, 14.5)"
2004,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"4.6* (2.4, 8.9)",,"4.8* (2.4, 9.6)"
2004,UHF42,204,4,East New York,"7.4 (4.9, 11.2)",,"8 (5.3, 12.1)"
2004,UHF42,205,4,Sunset Park,"3.2* (1.7, 5.9)",,"3* (1.6, 5.5)"
2004,UHF42,206,4,Borough Park,"3.2* (1.7, 6.1)",,"3.2* (1.7, 5.9)"
2004,UHF42,207,4,East Flatbush - Flatbush,"7.4 (4.6, 11.6)",,"7.3 (4.6, 11.5)"
2004,UHF42,208,4,Canarsie - Flatlands,"3.9* (1.9, 7.8)",,"3.8* (1.8, 7.6)"
2004,UHF42,209,4,Bensonhurst - Bay Ridge,"3.8* (2.0, 7.0)",,"3.8* (2.0, 7.0)"
2004,UHF42,210,4,Coney Island - Sheepshead Bay,"4.5* (2.4, 8.2)",,"4.4* (2.4, 8.0)"
2004,UHF42,211,4,Williamsburg - Bushwick,"10.3 (6.5, 16.0)",,"10.1 (6.2, 16.0)"
2004,UHF42,301,4,Washington Heights,"5.5* (3.0, 9.8)",,"5.4* (2.9, 9.7)"
2004,UHF42,302,4,Central Harlem - Morningside Heights,"3.9* (2.1, 7.3)",,"3.9* (2.0, 7.3)"
2004,UHF42,303,4,East Harlem,"8.6 (5.1, 14.1)",,"8.8 (4.9, 15.2)"
2004,UHF42,304,4,Upper West Side,"4.1* (2.1, 7.9)",,"4* (2.0, 7.7)"
2004,UHF42,305,4,Upper East Side,"2.9* (1.4, 5.8)",,"2.9* (1.4, 5.7)"
2004,UHF42,306,4,Chelsea - Clinton,"2.7* (1.3, 5.6)",,"2.7* (1.2, 5.9)"
2004,UHF42,307,4,Gramercy Park - Murray Hill,"2.9* (1.4, 5.8)",,"2.9* (1.4, 5.7)"
2004,UHF42,308,4,Greenwich Village - SoHo,"2.7* (1.3, 5.6)",,"2.7* (1.2, 5.9)"
2004,UHF42,309,4,Union Square - Lower East Side,"5.1 (3.0, 8.6)",,"5 (2.8, 8.7)"
2004,UHF42,310,4,Lower Manhattan,"5.1 (3.0, 8.6)",,"5 (2.8, 8.7)"
2004,UHF42,401,4,Long Island City - Astoria,"4* (1.8, 8.5)",,"3.6* (1.7, 7.7)"
2004,UHF42,402,4,West Queens,"2* (0.9, 4.2)",,"2* (1.0, 4.2)"
2004,UHF42,403,4,Flushing - Clearview,"4.2* (2.2, 7.6)",,"4.2* (2.2, 7.8)"
2004,UHF42,404,4,Bayside - Little Neck,"4.5* (1.8, 10.7)",,"3.9* (1.6, 9.2)"
2004,UHF42,405,4,Ridgewood - Forest Hills,"2.5* (1.2, 4.9)",,"2.5* (1.2, 4.9)"
2004,UHF42,406,4,Fresh Meadows,"4.5* (1.8, 10.7)",,"3.9* (1.6, 9.2)"
2004,UHF42,407,4,Southwest Queens,"3.9* (2.0, 7.5)",,"4.1* (2.0, 8.0)"
2004,UHF42,408,4,Jamaica,"3.7* (1.9, 7.0)",,"4.2* (2.3, 7.7)"
2004,UHF42,409,4,Southeast Queens,"2.9* (1.5, 5.6)",,"2.9* (1.5, 5.6)"
2004,UHF42,410,4,Rockaways,"4.6 (2.5, 8.1)",,"4.4 (2.5, 7.9)"
2004,UHF42,501,4,Port Richmond,"4.1* (2.2, 7.7)",,"4.2* (2.2, 7.8)"
2004,UHF42,502,4,Stapleton - St. George,"4.1* (2.2, 7.7)",,"4.2* (2.2, 7.8)"
2004,UHF42,503,4,Willowbrook,"5.9 (3.4, 10.0)",,"5.7 (3.3, 9.7)"
2004,UHF42,504,4,South Beach - Tottenville,"5.9 (3.4, 10.0)",,"5.7 (3.3, 9.7)"
2003,UHF42,101,4,Kingsbridge - Riverdale,"5.1 (2.9, 9.1)",,"5 (2.8, 8.7)"
2003,UHF42,102,4,Northeast Bronx,"5.9 (3.3, 10.5)",,"5.1 (2.9, 8.9)"
2003,UHF42,103,4,Fordham - Bronx Pk,"4.8 (2.8, 8.0)",,"4.6 (2.7, 7.8)"
2003,UHF42,104,4,Pelham - Throgs Neck,"6.1 (3.7, 9.9)",,"6.3 (3.9, 10.1)"
2003,UHF42,105,4,Crotona -Tremont,"8.8 (6.2, 12.2)",,"8.3 (6.0, 11.6)"
2003,UHF42,106,4,High Bridge - Morrisania,"8.8 (6.2, 12.2)",,"8.3 (6.0, 11.6)"
2003,UHF42,107,4,Hunts Point - Mott Haven,"8.8 (6.2, 12.2)",,"8.3 (6.0, 11.6)"
2003,UHF42,201,4,Greenpoint,"3.1* (1.6, 5.8)",,"3.3* (1.7, 6.1)"
2003,UHF42,202,4,Downtown - Heights - Slope,"6.5* (3.7, 11.2)",,"6* (3.3, 10.8)"
2003,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"5.9 (3.4, 10.0)",,"6.3 (3.7, 10.5)"
2003,UHF42,204,4,East New York,"5.7 (3.4, 9.4)",,"5.9 (3.6, 9.3)"
2003,UHF42,205,4,Sunset Park,"5.9* (3.1, 10.9)",,"5.4* (2.9, 9.6)"
2003,UHF42,206,4,Borough Park,"3.9 (2.3, 6.5)",,"4 (2.4, 6.7)"
2003,UHF42,207,4,East Flatbush - Flatbush,"2* (1.0, 4.0)",,"2.2* (1.1, 4.4)"
2003,UHF42,208,4,Canarsie - Flatlands,"3.8* (1.9, 7.3)",,"3* (1.6, 5.7)"
2003,UHF42,209,4,Bensonhurst - Bay Ridge,"2* (1.0, 4.0)",,"2.1* (1.1, 4.2)"
2003,UHF42,210,4,Coney Island - Sheepshead Bay,"2.7* (1.3, 5.5)",,"2.8* (1.4, 5.7)"
2003,UHF42,211,4,Williamsburg - Bushwick,"9.5 (5.8, 15.1)",,"8.1 (5.5, 11.7)"
2003,UHF42,301,4,Washington Heights,"3.4* (1.6, 7.1)",,"3.1* (1.5, 6.5)"
2003,UHF42,302,4,Central Harlem - Morningside Heights,"8.9 (5.5, 13.9)",,"8.4 (5.3, 13.1)"
2003,UHF42,303,4,East Harlem,"7.9 (4.8, 12.8)",,"6.9 (4.3, 10.9)"
2003,UHF42,304,4,Upper West Side,"3.8* (1.6, 9.1)",,"3.5* (1.5, 7.9)"
2003,UHF42,305,4,Upper East Side,"4.5* (2.4, 8.4)",,"4.5* (2.4, 8.2)"
2003,UHF42,306,4,Chelsea - Clinton,"5* (2.2, 11.0)",,"5.4* (2.6, 11.1)"
2003,UHF42,307,4,Gramercy Park - Murray Hill,"4.5* (2.4, 8.4)",,"4.5* (2.4, 8.2)"
2003,UHF42,308,4,Greenwich Village - SoHo,"5* (2.2, 11.0)",,"5.4* (2.6, 11.1)"
2003,UHF42,309,4,Union Square - Lower East Side,"4.5 (2.6, 7.7)",,"3.5 (2.2, 5.7)"
2003,UHF42,310,4,Lower Manhattan,"4.5 (2.6, 7.7)",,"3.5 (2.2, 5.7)"
2003,UHF42,401,4,Long Island City - Astoria,"3.4* (1.8, 6.5)",,"3.7* (1.6, 8.1)"
2003,UHF42,402,4,West Queens,"5.2 (3.1, 8.7)",,"5.4 (3.3, 8.9)"
2003,UHF42,403,4,Flushing - Clearview,"2.4* (1.1, 4.9)",,"2.5* (1.2, 5.1)"
2003,UHF42,404,4,Bayside - Little Neck,"3.9* (2.1, 7.4)",,"4* (2.1, 7.5)"
2003,UHF42,405,4,Ridgewood - Forest Hills,"3.2* (1.7, 5.9)",,"3.5* (1.8, 6.5)"
2003,UHF42,406,4,Fresh Meadows,"3.9* (2.1, 7.4)",,"4* (2.1, 7.5)"
2003,UHF42,407,4,Southwest Queens,"3.2* (1.7, 6.2)",,"2.9* (1.5, 5.4)"
2003,UHF42,408,4,Jamaica,"4.8* (2.7, 8.6)",,"5* (2.7, 8.8)"
2003,UHF42,409,4,Southeast Queens,"2.2* (1.0, 4.7)",,"2.3* (1.0, 4.9)"
2003,UHF42,410,4,Rockaways,"5.8 (3.4, 9.9)",,"6 (3.5, 10.0)"
2003,UHF42,501,4,Port Richmond,"6.6 (3.8, 11.2)",,"6.2 (3.6, 10.4)"
2003,UHF42,502,4,Stapleton - St. George,"6.6 (3.8, 11.2)",,"6.2 (3.6, 10.4)"
2003,UHF42,503,4,Willowbrook,"2.3* (1.1, 4.6)",,"2.4* (1.2, 4.9)"
2003,UHF42,504,4,South Beach - Tottenville,"2.3* (1.1, 4.6)",,"2.4* (1.2, 4.9)"
2020,Borough,1,1,Bronx,"5.2 (3.7,7.3)",51000,"5 (3.5,7.0)"
2020,Borough,2,1,Brooklyn,"3.8 (2.9,4.9)",73000,"3.8 (2.9,4.9)"
2020,Borough,3,1,Manhattan,"4.3 (3.1,5.7)",56000,"4.2 (3.1,5.7)"
2020,Borough,4,1,Queens,"2.6 (1.7,4.0)",46000,"2.6 (1.7,3.9)"
2020,Borough,5,1,Staten Island,"4.2 (2.4,7.1)",16000,"4.3 (2.5,7.3)"
2019,Borough,1,1,Bronx,"6.1 (4.5,8.3)",64000,"6.1 (4.5,8.4)"
2019,Borough,2,1,Brooklyn,"5.3 (4.1,6.7)",103000,"5.3 (4.1,6.7)"
2019,Borough,3,1,Manhattan,"4.5 (3.1,6.6)",61000,"4.6 (3.1,6.8)"
2019,Borough,4,1,Queens,"2.7 (1.8,3.8)",48000,"2.7 (1.8,3.8)"
2019,Borough,5,1,Staten Island,"4.5* (2.3,8.6)",18000*,"4.8* (2.5,9.2)"
2018,Borough,1,1,Bronx,"6.6 (5.1,8.5)",71000,"6.6 (5.1,8.4)"
2018,Borough,2,1,Brooklyn,"3.6 (2.7,4.7)",72000,"3.6 (2.7,4.7)"
2018,Borough,3,1,Manhattan,"5.4 (4.0,7.1)",73000,"5.4 (4.0,7.2)"
2018,Borough,4,1,Queens,"3.7 (2.6,5.1)",68000,"3.7 (2.7,5.1)"
2018,Borough,5,1,Staten Island,"2.5* (1.1,5.4)",9000*,"2.5* (1.2,5.2)"
2017,Borough,1,1,Bronx,"6.8 (5.4,8.5)",74000,"7 (5.5,8.8)"
2017,Borough,2,1,Brooklyn,"3.7 (2.9,4.6)",73000,"3.7 (2.9,4.6)"
2017,Borough,3,1,Manhattan,"4.6 (3.3,6.2)",61000,"4.5 (3.3,6.2)"
2017,Borough,4,1,Queens,"3.9 (2.9,5.3)",76000,"4.1 (3.1,5.5)"
2017,Borough,5,1,Staten Island,"1.7* (0.9,3.3)",6000*,"1.6* (0.8,3.0)"
2016,Borough,1,1,Bronx,"6.2 (4.7,8.1)",66000,"6.3 (4.7,8.2)"
2016,Borough,2,1,Brooklyn,"4 (3.1,5.1)",78000,"3.9 (3.0,5.1)"
2016,Borough,3,1,Manhattan,"4.1 (2.8,6.0)",55000,"4.1 (2.8,5.9)"
2016,Borough,4,1,Queens,"5 (3.6,6.9)",91000,"5 (3.6,6.9)"
2016,Borough,5,1,Staten Island,"6.3 (3.6,10.6)",22000,"6.2 (3.6,10.6)"
2015,Borough,1,1,Bronx,"7.7 (6.5,9.3)",81000,"7.8 (6.5,9.4)"
2015,Borough,2,1,Brooklyn,"5.3 (4.4,6.5)",106000,"5.4 (4.5,6.6)"
2015,Borough,3,1,Manhattan,"6.1 (4.8,7.7)",81000,"6.1 (4.8,7.8)"
2015,Borough,4,1,Queens,"5.4 (4.2,6.9)",99000,"5.5 (4.3,7.0)"
2015,Borough,5,1,Staten Island,"5.6 (3.3,9.1)",21000,"5.8 (3.6,9.3)"
2014,Borough,1,1,Bronx,"4.7 (3.5,6.3)",48000,"4.7 (3.5,6.3)"
2014,Borough,2,1,Brooklyn,"3 (2.3,3.9)",59000,"3 (2.3,4.0)"
2014,Borough,3,1,Manhattan,"4.1 (3.0,5.6)",55000,"4.2 (3.0,5.7)"
2014,Borough,4,1,Queens,"3.2 (2.4,4.5)",59000,"3.3 (2.4,4.5)"
2014,Borough,5,1,Staten Island,"5 (3.3,7.6)",17000,"4.8 (3.2,7.2)"
2013,Borough,1,1,Bronx,"6.3 (4.8, 8.3)",60000,"6 (4.6, 7.9)"
2013,Borough,2,1,Brooklyn,"4.2 (3.2, 5.3)",79000,"4.1 (3.2, 5.3)"
2013,Borough,3,1,Manhattan,"4.3 (3.2, 5.8)",56000,"4.3 (3.2, 5.7)"
2013,Borough,4,1,Queens,"2.4 (1.8, 3.4)",44000,"2.5 (1.8, 3.4)"
2013,Borough,5,1,Staten Island,"1.9* (0.9, 3.8)",6000*,"1.8* (0.9, 3.5)"
2012,Borough,1,1,Bronx,"7.6 (5.9, 9.8)",76000,"7.7 (6.0, 9.9)"
2012,Borough,2,1,Brooklyn,"4.2 (3.3, 5.5)",82000,"4.3 (3.3, 5.6)"
2012,Borough,3,1,Manhattan,"4.3 (3.1, 5.9)",56000,"4.3 (3.1, 6.1)"
2012,Borough,4,1,Queens,"3.6 (2.7, 4.8)",63000,"3.6 (2.7, 4.8)"
2012,Borough,5,1,Staten Island,"3.7* (1.7, 7.6)",13000*,"3.6* (1.7, 7.3)"
2011,Borough,1,1,Bronx,"7.2 (5.0, 10.1)",69000,"7 (4.9, 9.9)"
2011,Borough,2,1,Brooklyn,"4.6 (3.3, 6.4)",86000,"4.6 (3.3, 6.4)"
2011,Borough,3,1,Manhattan,"3.5 (2.2, 5.6)",44000,"3.4 (2.1, 5.4)"
2011,Borough,4,1,Queens,"3.6 (2.5, 5.2)",64000,"3.7 (2.5, 5.3)"
2011,Borough,5,1,Staten Island,"4.2* (2.1, 8.1)",14000*,"4.1* (2.2, 7.5)"
2010,Borough,1,1,Bronx,"5.9 (4.7, 7.5)",54000,"5.9 (4.6, 7.6)"
2010,Borough,2,1,Brooklyn,"3.1 (2.3, 4.1)",56000,"3.1 (2.3, 4.1)"
2010,Borough,3,1,Manhattan,"4.6 (3.2, 6.7)",56000,"4.4 (3.0, 6.4)"
2010,Borough,4,1,Queens,"2.6 (1.9, 3.4)",44000,"2.6 (1.9, 3.4)"
2010,Borough,5,1,Staten Island,"4.7 (2.8, 7.6)",16000,"4.8 (2.9, 7.8)"
2009,Borough,1,1,Bronx,"6.6 (5.1, 8.3)",61000,"6.6 (5.1, 8.5)"
2009,Borough,2,1,Brooklyn,"4 (3.0, 5.2)",71000,"4 (3.0, 5.2)"
2009,Borough,3,1,Manhattan,"2.7 (1.9, 3.8)",33000,"2.6 (1.8, 3.8)"
2009,Borough,4,1,Queens,"4.1 (3.1, 5.3)",69000,"4 (3.1, 5.2)"
2009,Borough,5,1,Staten Island,"4 (2.6, 6.1)",13000,"4 (2.7, 6.0)"
2008,Borough,1,1,Bronx,"8.1 (6.2, 10.6)",76000,"8.2 (6.1, 10.9)"
2008,Borough,2,1,Brooklyn,"3.9 (3.0, 5.1)",70000,"3.9 (3.0, 5.1)"
2008,Borough,3,1,Manhattan,"6 (4.4, 8.0)",76000,"6 (4.4, 8.0)"
2008,Borough,4,1,Queens,"4.8 (3.6, 6.4)",83000,"4.8 (3.6, 6.4)"
2008,Borough,5,1,Staten Island,"4.8 (3.0, 7.5)",17000,"5 (3.1, 8.0)"
2007,Borough,1,1,Bronx,"5.1 (4.0, 6.5)",46000,"5 (3.9, 6.4)"
2007,Borough,2,1,Brooklyn,"4.2 (3.3, 5.2)",74000,"4.1 (3.3, 5.2)"
2007,Borough,3,1,Manhattan,"4.6 (3.6, 5.8)",57000,"4.5 (3.5, 5.8)"
2007,Borough,4,1,Queens,"4.1 (3.2, 5.2)",71000,"4.1 (3.2, 5.2)"
2007,Borough,5,1,Staten Island,"5.3 (3.5, 8.0)",18000,"5.3 (3.6, 7.9)"
2006,Borough,1,1,Bronx,"7.4 (5.9, 9.3)",69000,"7.4 (5.8, 9.5)"
2006,Borough,2,1,Brooklyn,"5 (4.2, 6.0)",89000,"5 (4.2, 5.9)"
2006,Borough,3,1,Manhattan,"6.5 (5.0, 8.3)",82000,"6.5 (5.0, 8.3)"
2006,Borough,4,1,Queens,"3.8 (2.9, 4.9)",64000,"3.7 (2.9, 4.8)"
2006,Borough,5,1,Staten Island,"3.9 (2.6, 5.9)",13000,"4 (2.6, 6.1)"
2004,Borough,1,1,Bronx,"7.6 (6.1, 9.4)",70000,"7.5 (6.0, 9.4)"
2004,Borough,2,1,Brooklyn,"5.5 (4.6, 6.6)",100000,"5.5 (4.6, 6.6)"
2004,Borough,3,1,Manhattan,"4.3 (3.3, 5.5)",53000,"4.2 (3.3, 5.4)"
2004,Borough,4,1,Queens,"3.3 (2.6, 4.2)",58000,"3.3 (2.6, 4.2)"
2004,Borough,5,1,Staten Island,"5.1 (3.4, 7.8)",17000,"5.1 (3.4, 7.7)"
2003,Borough,1,1,Bronx,"6.7 (5.4, 8.3)",52000,"6.4 (5.2, 7.9)"
2003,Borough,2,1,Brooklyn,"4.4 (3.6, 5.3)",69000,"4.3 (3.6, 5.1)"
2003,Borough,3,1,Manhattan,"4.8 (3.7, 6.3)",51000,"4.6 (3.6, 5.9)"
2003,Borough,4,1,Queens,"3.8 (3.0, 4.7)",60000,"3.9 (3.1, 4.9)"
2003,Borough,5,1,Staten Island,"4 (2.6, 6.2)",11000,"4 (2.6, 6.1)"
2020,Citywide,1,0,New York City,"3.8 (3.2,4.4)",242000,"3.8 (3.2,4.4)"
2019,Citywide,1,0,New York City,"4.5 (3.9,5.3)",293000,"4.5 (3.9,5.3)"
2018,Citywide,1,0,New York City,"4.4 (3.8,5.1)",293000,"4.4 (3.8,5.1)"
2017,Citywide,1,0,New York City,"4.3 (3.8,4.9)",289000,"4.4 (3.8,5.0)"
2016,Citywide,1,0,New York City,"4.8 (4.1,5.5)",313000,"4.8 (4.1,5.5)"
2015,Citywide,1,0,New York City,"5.9 (5.3,6.6)",389000,"6 (5.4,6.6)"
2014,Citywide,1,0,New York City,"3.7 (3.2,4.2)",238000,"3.7 (3.2,4.3)"
